"","yy","mm","dd","hh","mm_2","wdir","wspd","gst","wvht","dpd","apd","mwd","pres","atmp","wtmp","dewp","vis","tide"
"33","2024","01","02","09","18","0","0.0","99.0","99.00","99.00","99.00","999","1023.2","13.2","14.6","999.0","99.0","99.00"
"34","2024","01","02","10","18","90","4.1","99.0","99.00","99.00","99.00","999","1023.1","12.5","14.6","999.0","99.0","99.00"
"35","2024","01","02","11","18","90","6.7","99.0","99.00","99.00","99.00","999","1023.0","11.8","14.6","999.0","99.0","99.00"
"36","2024","01","02","12","18","90","6.7","99.0","99.00","99.00","99.00","999","1022.6","11.6","14.6","999.0","99.0","99.00"
"37","2024","01","02","13","18","100","4.6","99.0","99.00","99.00","99.00","999","1022.9","10.9","14.5","999.0","99.0","99.00"
"38","2024","01","02","14","18","30","2.1","99.0","99.00","99.00","99.00","999","1023.7","11.7","14.5","999.0","99.0","99.00"
"39","2024","01","02","15","18","50","2.1","99.0","99.00","99.00","99.00","999","1023.8","11.9","14.5","999.0","99.0","99.00"
"40","2024","01","02","16","18","160","2.1","99.0","99.00","99.00","99.00","999","1023.9","12.8","14.5","999.0","99.0","99.00"
"41","2024","01","02","17","18","90","4.1","99.0","99.00","99.00","99.00","999","1024.3","12.2","14.5","999.0","99.0","99.00"
"42","2024","01","02","18","18","120","2.1","99.0","99.00","99.00","99.00","999","1024.8","13.0","14.5","999.0","99.0","99.00"
"43","2024","01","02","19","18","120","2.6","99.0","99.00","99.00","99.00","999","1023.9","13.2","14.5","999.0","99.0","99.00"
"44","2024","01","02","20","18","170","1.5","99.0","99.00","99.00","99.00","999","1023.1","13.7","14.5","999.0","99.0","99.00"
"45","2024","01","02","21","18","200","4.6","99.0","99.00","99.00","99.00","999","1021.6","14.3","14.4","999.0","99.0","99.00"
"46","2024","01","02","22","18","200","9.8","99.0","99.00","99.00","99.00","999","1020.9","14.3","14.4","999.0","99.0","99.00"
"47","2024","01","02","22","58","190","9.8","99.0","99.00","99.00","99.00","999","1020.5","14.3","14.4","999.0","99.0","99.00"
"48","2024","01","03","00","18","180","12.4","99.0","99.00","99.00","99.00","999","1019.5","14.3","14.3","999.0","99.0","99.00"
"49","2024","01","03","02","28","180","12.9","99.0","99.00","99.00","99.00","999","1018.3","12.9","14.3","999.0","99.0","99.00"
"50","2024","01","03","03","18","240","7.7","99.0","99.00","99.00","99.00","999","1019.0","12.5","14.3","999.0","99.0","99.00"
"51","2024","01","03","04","18","270","7.2","99.0","99.00","99.00","99.00","999","1019.3","11.9","14.4","999.0","99.0","99.00"
"52","2024","01","03","05","18","270","8.2","99.0","99.00","99.00","99.00","999","1020.1","13.8","14.5","999.0","99.0","99.00"
"53","2024","01","03","06","18","260","8.8","99.0","99.00","99.00","99.00","999","1020.0","13.4","14.4","999.0","99.0","99.00"
"54","2024","01","03","07","18","270","7.2","99.0","99.00","99.00","99.00","999","1020.5","13.0","14.4","999.0","99.0","99.00"
"55","2024","01","03","08","18","260","7.2","99.0","99.00","99.00","99.00","999","1020.0","13.3","14.3","999.0","99.0","99.00"
"56","2024","01","03","09","18","290","9.3","99.0","99.00","99.00","99.00","999","1019.8","12.8","14.3","999.0","99.0","99.00"
"57","2024","01","03","10","18","260","8.2","99.0","99.00","99.00","99.00","999","1019.7","13.3","14.4","999.0","99.0","99.00"
"58","2024","01","03","11","18","250","6.2","99.0","99.00","99.00","99.00","999","1020.7","11.6","14.4","999.0","99.0","99.00"
"59","2024","01","03","12","18","270","3.1","99.0","99.00","99.00","99.00","999","1019.8","12.2","14.4","999.0","99.0","99.00"
"60","2024","01","03","13","18","210","3.1","99.0","99.00","99.00","99.00","999","1019.7","12.4","14.5","999.0","99.0","99.00"
"61","2024","01","03","14","18","260","1.5","99.0","99.00","99.00","99.00","999","1020.2","12.6","14.4","999.0","99.0","99.00"
"62","2024","01","03","15","18","90","5.7","99.0","99.00","99.00","99.00","999","1020.3","12.0","14.3","999.0","99.0","99.00"
"63","2024","01","03","16","18","100","3.6","99.0","99.00","99.00","99.00","999","1021.8","11.0","14.3","999.0","99.0","99.00"
"64","2024","01","03","17","18","230","1.0","99.0","99.00","99.00","99.00","999","1023.0","11.8","14.3","999.0","99.0","99.00"
"65","2024","01","03","18","18","280","1.5","99.0","99.00","99.00","99.00","999","1023.5","12.0","14.3","999.0","99.0","99.00"
"66","2024","01","03","19","18","310","2.1","99.0","99.00","99.00","99.00","999","1022.5","12.2","14.4","999.0","99.0","99.00"
"67","2024","01","03","20","18","290","2.1","99.0","99.00","99.00","99.00","999","1021.9","12.4","14.5","999.0","99.0","99.00"
"68","2024","01","03","21","18","300","9.8","99.0","99.00","99.00","99.00","999","1021.1","13.5","14.6","999.0","99.0","99.00"
"69","2024","01","03","22","18","300","10.8","99.0","99.00","99.00","99.00","999","1020.9","13.4","14.6","999.0","99.0","99.00"
"70","2024","01","03","22","58","300","9.8","99.0","99.00","99.00","99.00","999","1021.0","13.4","14.6","999.0","99.0","99.00"
"71","2024","01","04","00","18","290","12.4","99.0","99.00","99.00","99.00","999","1021.7","13.5","14.5","999.0","99.0","99.00"
"72","2024","01","04","01","18","300","10.8","99.0","99.00","99.00","99.00","999","1022.3","13.4","14.5","999.0","99.0","99.00"
"73","2024","01","04","02","18","310","12.4","99.0","99.00","99.00","99.00","999","1022.9","13.4","14.5","999.0","99.0","99.00"
"74","2024","01","04","03","18","310","9.3","99.0","99.00","99.00","99.00","999","1023.6","13.4","14.6","999.0","99.0","99.00"
"75","2024","01","04","04","18","320","7.2","99.0","99.00","99.00","99.00","999","1024.2","13.3","14.6","999.0","99.0","99.00"
"76","2024","01","04","05","18","310","6.7","99.0","99.00","99.00","99.00","999","1024.4","13.2","14.5","999.0","99.0","99.00"
"77","2024","01","04","06","18","310","10.8","99.0","99.00","99.00","99.00","999","1024.3","13.1","14.5","999.0","99.0","99.00"
"78","2024","01","04","07","18","320","7.7","99.0","99.00","99.00","99.00","999","1024.7","12.8","14.5","999.0","99.0","99.00"
"79","2024","01","04","08","18","320","9.8","99.0","99.00","99.00","99.00","999","1024.5","12.8","14.5","999.0","99.0","99.00"
"80","2024","01","04","09","18","320","8.2","99.0","99.00","99.00","99.00","999","1024.5","12.6","14.5","999.0","99.0","99.00"
"81","2024","01","04","10","18","330","8.2","99.0","99.00","99.00","99.00","999","1024.7","12.4","14.4","999.0","99.0","99.00"
"82","2024","01","04","11","18","360","6.2","99.0","99.00","99.00","99.00","999","1024.9","12.1","14.4","999.0","99.0","99.00"
"83","2024","01","04","12","18","320","5.7","99.0","99.00","99.00","99.00","999","1025.3","12.0","14.4","999.0","99.0","99.00"
"84","2024","01","04","13","18","310","8.2","99.0","99.00","99.00","99.00","999","1025.3","12.5","14.4","999.0","99.0","99.00"
"85","2024","01","04","14","18","330","7.2","99.0","99.00","99.00","99.00","999","1025.6","12.3","14.4","999.0","99.0","99.00"
"86","2024","01","04","15","18","340","4.6","99.0","99.00","99.00","99.00","999","1026.0","11.6","14.5","999.0","99.0","99.00"
"87","2024","01","04","16","18","340","5.7","99.0","99.00","99.00","99.00","999","1026.7","12.0","14.5","999.0","99.0","99.00"
"88","2024","01","04","17","18","10","5.1","99.0","99.00","99.00","99.00","999","1027.6","12.3","14.6","999.0","99.0","99.00"
"89","2024","01","04","19","18","320","1.0","99.0","99.00","99.00","99.00","999","1027.5","12.3","14.6","999.0","99.0","99.00"
"90","2024","01","04","20","18","30","1.5","99.0","99.00","99.00","99.00","999","1026.7","12.7","14.6","999.0","99.0","99.00"
"91","2024","01","04","21","18","300","0.5","99.0","99.00","99.00","99.00","999","1025.8","13.3","14.8","999.0","99.0","99.00"
"92","2024","01","04","22","18","310","5.7","99.0","99.00","99.00","99.00","999","1025.0","13.7","14.6","999.0","99.0","99.00"
"93","2024","01","04","23","18","300","7.7","99.0","99.00","99.00","99.00","999","1024.8","13.8","14.6","999.0","99.0","99.00"
"94","2024","01","05","00","18","300","9.8","99.0","99.00","99.00","99.00","999","1024.9","13.8","14.5","999.0","99.0","99.00"
"95","2024","01","05","01","18","300","8.8","99.0","99.00","99.00","99.00","999","1024.7","13.7","14.5","999.0","99.0","99.00"
"96","2024","01","05","02","18","300","8.8","99.0","99.00","99.00","99.00","999","1025.4","13.8","14.5","999.0","99.0","99.00"
"97","2024","01","05","03","18","290","8.2","99.0","99.00","99.00","99.00","999","1025.3","13.7","14.4","999.0","99.0","99.00"
"98","2024","01","05","04","18","310","6.2","99.0","99.00","99.00","99.00","999","1026.1","13.6","14.4","999.0","99.0","99.00"
"99","2024","01","05","05","18","340","4.1","99.0","99.00","99.00","99.00","999","1025.9","13.3","14.4","999.0","99.0","99.00"
"100","2024","01","05","06","18","340","2.6","99.0","99.00","99.00","99.00","999","1026.4","13.2","14.4","999.0","99.0","99.00"
"101","2024","01","05","07","18","10","2.1","99.0","99.00","99.00","99.00","999","1025.9","12.8","14.4","999.0","99.0","99.00"
"102","2024","01","05","08","08","20","2.1","99.0","99.00","99.00","99.00","999","1025.8","12.7","14.3","999.0","99.0","99.00"
"103","2024","01","05","08","58","60","3.1","99.0","99.00","99.00","99.00","999","1025.3","12.7","14.3","999.0","99.0","99.00"
"104","2024","01","05","09","58","50","2.6","99.0","99.00","99.00","99.00","999","1025.1","12.4","14.3","999.0","99.0","99.00"
"105","2024","01","05","10","58","40","2.1","99.0","99.00","99.00","99.00","999","1025.1","12.0","14.3","999.0","99.0","99.00"
"106","2024","01","05","11","58","70","3.1","99.0","99.00","99.00","99.00","999","1024.9","11.8","14.3","999.0","99.0","99.00"
"107","2024","01","05","12","58","70","2.6","99.0","99.00","99.00","99.00","999","1025.2","11.9","14.3","999.0","99.0","99.00"
"108","2024","01","05","13","58","100","3.1","99.0","99.00","99.00","99.00","999","1025.2","11.9","14.3","999.0","99.0","99.00"
"109","2024","01","05","14","58","130","2.1","99.0","99.00","99.00","99.00","999","1025.6","12.2","14.3","999.0","99.0","99.00"
"110","2024","01","05","15","58","20","2.1","99.0","99.00","99.00","99.00","999","1026.5","12.6","14.3","999.0","99.0","99.00"
"111","2024","01","05","16","58","60","1.5","99.0","99.00","99.00","99.00","999","1026.8","12.2","14.3","999.0","99.0","99.00"
"112","2024","01","05","17","58","80","3.1","99.0","99.00","99.00","99.00","999","1027.4","11.7","14.3","999.0","99.0","99.00"
"113","2024","01","05","18","58","110","2.6","99.0","99.00","99.00","99.00","999","1027.1","12.3","14.3","999.0","99.0","99.00"
"114","2024","01","05","19","58","120","1.5","99.0","99.00","99.00","99.00","999","1026.6","13.2","14.3","999.0","99.0","99.00"
"115","2024","01","05","21","18","0","0.0","99.0","99.00","99.00","99.00","999","1025.1","13.6","14.5","999.0","99.0","99.00"
"116","2024","01","05","22","18","0","0.0","99.0","99.00","99.00","99.00","999","1024.7","14.2","14.6","999.0","99.0","99.00"
"117","2024","01","05","23","18","150","1.5","99.0","99.00","99.00","99.00","999","1024.6","14.2","14.8","999.0","99.0","99.00"
"118","2024","01","06","00","18","50","1.5","99.0","99.00","99.00","99.00","999","1024.5","14.6","14.5","999.0","99.0","99.00"
"119","2024","01","06","01","18","330","7.7","99.0","99.00","99.00","99.00","999","1024.7","15.6","14.5","999.0","99.0","99.00"
"120","2024","01","06","02","18","290","2.6","99.0","99.00","99.00","99.00","999","1024.9","14.9","14.5","999.0","99.0","99.00"
"121","2024","01","06","03","18","300","5.1","99.0","99.00","99.00","99.00","999","1024.9","14.3","14.4","999.0","99.0","99.00"
"122","2024","01","06","04","18","320","3.6","99.0","99.00","99.00","99.00","999","1025.0","14.1","14.5","999.0","99.0","99.00"
"123","2024","01","06","05","18","330","2.6","99.0","99.00","99.00","99.00","999","1025.1","14.1","14.5","999.0","99.0","99.00"
"124","2024","01","06","06","18","50","1.5","99.0","99.00","99.00","99.00","999","1024.7","13.9","14.4","999.0","99.0","99.00"
"125","2024","01","06","07","18","90","4.6","99.0","99.00","99.00","99.00","999","1024.9","13.6","14.4","999.0","99.0","99.00"
"126","2024","01","06","08","18","80","5.1","99.0","99.00","99.00","99.00","999","1024.3","13.1","14.4","999.0","99.0","99.00"
"127","2024","01","06","09","18","70","3.6","99.0","99.00","99.00","99.00","999","1023.5","12.4","14.4","999.0","99.0","99.00"
"128","2024","01","06","10","18","60","4.6","99.0","99.00","99.00","99.00","999","1023.8","11.3","14.4","999.0","99.0","99.00"
"129","2024","01","06","11","18","60","6.7","99.0","99.00","99.00","99.00","999","1023.7","11.0","14.2","999.0","99.0","99.00"
"130","2024","01","06","12","18","80","4.1","99.0","99.00","99.00","99.00","999","1023.5","10.3","14.1","999.0","99.0","99.00"
"131","2024","01","06","13","18","70","6.7","99.0","99.00","99.00","99.00","999","1023.1","10.4","14.1","999.0","99.0","99.00"
"132","2024","01","06","14","18","50","5.1","99.0","99.00","99.00","99.00","999","1023.3","9.6","14.1","999.0","99.0","99.00"
"133","2024","01","06","15","18","60","5.7","99.0","99.00","99.00","99.00","999","1023.1","9.4","14.1","999.0","99.0","99.00"
"134","2024","01","06","16","18","60","7.7","99.0","99.00","99.00","99.00","999","1023.2","9.2","14.1","999.0","99.0","99.00"
"135","2024","01","06","17","18","70","4.1","99.0","99.00","99.00","99.00","999","1023.6","9.4","14.1","999.0","99.0","99.00"
"136","2024","01","06","18","18","60","4.1","99.0","99.00","99.00","99.00","999","1023.2","9.7","14.1","999.0","99.0","99.00"
"137","2024","01","06","19","18","130","1.5","99.0","99.00","99.00","99.00","999","1021.9","10.8","14.2","999.0","99.0","99.00"
"138","2024","01","06","20","18","210","4.6","99.0","99.00","99.00","99.00","999","1020.4","12.7","14.2","999.0","99.0","99.00"
"139","2024","01","06","21","18","250","7.2","99.0","99.00","99.00","99.00","999","1019.6","13.3","14.2","999.0","99.0","99.00"
"140","2024","01","06","22","18","260","7.7","99.0","99.00","99.00","99.00","999","1018.8","13.3","14.2","999.0","99.0","99.00"
"141","2024","01","06","23","18","230","8.2","99.0","99.00","99.00","99.00","999","1017.3","13.1","14.1","999.0","99.0","99.00"
"142","2024","01","07","00","18","280","10.8","99.0","99.00","99.00","99.00","999","1016.8","13.0","14.1","999.0","99.0","99.00"
"143","2024","01","07","01","18","290","9.8","99.0","99.00","99.00","99.00","999","1016.9","13.5","14.1","999.0","99.0","99.00"
"144","2024","01","07","02","18","300","9.8","99.0","99.00","99.00","99.00","999","1017.8","12.7","14.2","999.0","99.0","99.00"
"145","2024","01","07","03","18","300","9.3","99.0","99.00","99.00","99.00","999","1017.6","12.7","14.2","999.0","99.0","99.00"
"146","2024","01","07","04","18","300","16.5","99.0","99.00","99.00","99.00","999","1017.3","12.8","14.3","999.0","99.0","99.00"
"147","2024","01","07","05","18","310","11.8","99.0","99.00","99.00","99.00","999","1017.5","12.5","14.3","999.0","99.0","99.00"
"148","2024","01","07","06","18","310","12.9","99.0","99.00","99.00","99.00","999","1017.7","12.3","14.3","999.0","99.0","99.00"
"149","2024","01","07","07","18","320","14.9","99.0","99.00","99.00","99.00","999","1018.0","12.0","14.3","999.0","99.0","99.00"
"150","2024","01","07","08","18","330","10.8","99.0","99.00","99.00","99.00","999","1018.4","11.4","14.2","999.0","99.0","99.00"
"151","2024","01","07","09","18","310","10.8","99.0","99.00","99.00","99.00","999","1018.1","11.2","14.2","999.0","99.0","99.00"
"152","2024","01","07","10","18","340","8.2","99.0","99.00","99.00","99.00","999","1019.0","10.8","14.2","999.0","99.0","99.00"
"153","2024","01","07","11","18","340","4.1","99.0","99.00","99.00","99.00","999","1018.9","10.4","14.1","999.0","99.0","99.00"
"154","2024","01","07","12","18","340","5.1","99.0","99.00","99.00","99.00","999","1018.9","10.2","14.1","999.0","99.0","99.00"
"155","2024","01","07","13","18","340","5.1","99.0","99.00","99.00","99.00","999","1018.9","10.2","14.1","999.0","99.0","99.00"
"156","2024","01","07","14","18","360","3.6","99.0","99.00","99.00","99.00","999","1019.6","9.6","14.1","999.0","99.0","99.00"
"157","2024","01","07","15","18","360","5.1","99.0","99.00","99.00","99.00","999","1020.2","9.7","14.0","999.0","99.0","99.00"
"158","2024","01","07","16","18","350","4.6","99.0","99.00","99.00","99.00","999","1020.7","9.7","14.1","999.0","99.0","99.00"
"159","2024","01","07","17","18","350","4.1","99.0","99.00","99.00","99.00","999","1021.4","9.7","14.1","999.0","99.0","99.00"
"160","2024","01","07","18","18","10","3.1","99.0","99.00","99.00","99.00","999","1021.7","10.0","14.1","999.0","99.0","99.00"
"161","2024","01","07","19","18","30","2.1","99.0","99.00","99.00","99.00","999","1021.3","9.6","14.1","999.0","99.0","99.00"
"162","2024","01","07","20","18","0","0.0","99.0","99.00","99.00","99.00","999","1020.6","10.7","14.1","999.0","99.0","99.00"
"163","2024","01","07","21","18","300","5.1","99.0","99.00","99.00","99.00","999","1019.9","11.6","14.2","999.0","99.0","99.00"
"164","2024","01","07","22","18","300","8.8","99.0","99.00","99.00","99.00","999","1019.3","11.8","14.2","999.0","99.0","99.00"
"165","2024","01","07","22","58","300","7.7","99.0","99.00","99.00","99.00","999","1019.4","11.9","14.1","999.0","99.0","99.00"
"166","2024","01","08","00","18","300","10.8","99.0","99.00","99.00","99.00","999","1019.8","12.0","14.1","999.0","99.0","99.00"
"167","2024","01","08","01","18","300","9.8","99.0","99.00","99.00","99.00","999","1020.2","12.1","14.1","999.0","99.0","99.00"
"168","2024","01","08","02","18","300","11.8","99.0","99.00","99.00","99.00","999","1021.0","12.1","14.2","999.0","99.0","99.00"
"169","2024","01","08","03","18","310","9.3","99.0","99.00","99.00","99.00","999","1021.4","11.9","14.3","999.0","99.0","99.00"
"170","2024","01","08","04","18","320","8.2","99.0","99.00","99.00","99.00","999","1021.8","11.7","14.3","999.0","99.0","99.00"
"171","2024","01","08","05","18","310","9.3","99.0","99.00","99.00","99.00","999","1021.9","12.0","14.3","999.0","99.0","99.00"
"172","2024","01","08","06","18","320","7.2","99.0","99.00","99.00","99.00","999","1022.2","11.9","14.2","999.0","99.0","99.00"
"173","2024","01","08","07","18","320","6.2","99.0","99.00","99.00","99.00","999","1022.4","12.0","14.2","999.0","99.0","99.00"
"174","2024","01","08","08","18","330","6.2","99.0","99.00","99.00","99.00","999","1022.7","11.6","14.1","999.0","99.0","99.00"
"175","2024","01","08","09","18","330","4.6","99.0","99.00","99.00","99.00","999","1023.1","11.2","14.1","999.0","99.0","99.00"
"176","2024","01","08","10","18","360","5.1","99.0","99.00","99.00","99.00","999","1023.5","10.8","14.0","999.0","99.0","99.00"
"177","2024","01","08","11","18","10","5.7","99.0","99.00","99.00","99.00","999","1023.8","10.4","14.0","999.0","99.0","99.00"
"178","2024","01","08","12","18","20","5.7","99.0","99.00","99.00","99.00","999","1024.1","10.4","14.0","999.0","99.0","99.00"
"179","2024","01","08","13","18","10","3.6","99.0","99.00","99.00","99.00","999","1024.7","10.7","14.0","999.0","99.0","99.00"
"180","2024","01","08","14","18","20","4.6","99.0","99.00","99.00","99.00","999","1025.5","10.5","14.0","999.0","99.0","99.00"
"181","2024","01","08","15","18","30","2.6","99.0","99.00","99.00","99.00","999","1026.2","9.6","14.2","999.0","99.0","99.00"
"182","2024","01","08","16","18","70","2.6","99.0","99.00","99.00","99.00","999","1027.1","9.3","14.2","999.0","99.0","99.00"
"183","2024","01","08","18","18","90","2.1","99.0","99.00","99.00","99.00","999","1029.0","9.5","14.2","999.0","99.0","99.00"
"184","2024","01","08","19","18","80","3.1","99.0","99.00","99.00","99.00","999","1028.7","9.9","14.2","999.0","99.0","99.00"
"185","2024","01","08","20","18","0","0.0","99.0","99.00","99.00","99.00","999","1028.5","10.8","14.2","999.0","99.0","99.00"
"186","2024","01","08","21","18","0","0.0","99.0","99.00","99.00","99.00","999","1027.9","11.6","14.3","999.0","99.0","99.00"
"187","2024","01","08","22","18","290","2.1","99.0","99.00","99.00","99.00","999","1027.5","11.6","14.4","999.0","99.0","99.00"
"188","2024","01","09","00","18","290","5.1","99.0","99.00","99.00","99.00","999","1027.8","13.0","14.4","999.0","99.0","99.00"
"189","2024","01","09","01","18","280","5.1","99.0","99.00","99.00","99.00","999","1027.4","12.8","14.3","999.0","99.0","99.00"
"190","2024","01","09","02","18","290","6.2","99.0","99.00","99.00","99.00","999","1027.7","12.7","14.3","999.0","99.0","99.00"
"191","2024","01","09","03","18","300","6.7","99.0","99.00","99.00","99.00","999","1027.9","12.7","14.2","999.0","99.0","99.00"
"192","2024","01","09","04","18","340","3.6","99.0","99.00","99.00","99.00","999","1028.1","12.4","14.2","999.0","99.0","99.00"
"193","2024","01","09","05","18","340","4.1","99.0","99.00","99.00","99.00","999","1028.9","12.0","14.1","999.0","99.0","99.00"
"194","2024","01","09","06","18","350","4.1","99.0","99.00","99.00","99.00","999","1029.3","12.0","14.1","999.0","99.0","99.00"
"195","2024","01","09","07","18","10","3.6","99.0","99.00","99.00","99.00","999","1029.3","11.8","14.1","999.0","99.0","99.00"
"196","2024","01","09","08","08","60","4.1","99.0","99.00","99.00","99.00","999","1029.3","11.0","14.1","999.0","99.0","99.00"
"197","2024","01","09","08","58","70","4.6","99.0","99.00","99.00","99.00","999","1029.3","10.6","14.1","999.0","99.0","99.00"
"198","2024","01","09","09","58","70","3.6","99.0","99.00","99.00","99.00","999","1029.4","11.2","14.0","999.0","99.0","99.00"
"199","2024","01","09","10","58","70","5.1","99.0","99.00","99.00","99.00","999","1028.9","10.3","13.9","999.0","99.0","99.00"
"200","2024","01","09","11","58","60","4.1","99.0","99.00","99.00","99.00","999","1028.8","10.2","13.9","999.0","99.0","99.00"
"201","2024","01","09","12","58","80","5.1","99.0","99.00","99.00","99.00","999","1028.3","9.7","13.9","999.0","99.0","99.00"
"202","2024","01","09","13","58","80","5.1","99.0","99.00","99.00","99.00","999","1028.3","10.0","13.8","999.0","99.0","99.00"
"203","2024","01","09","14","58","90","5.7","99.0","99.00","99.00","99.00","999","1028.1","9.9","13.7","999.0","99.0","99.00"
"204","2024","01","09","15","58","70","5.7","99.0","99.00","99.00","99.00","999","1028.0","9.7","13.7","999.0","99.0","99.00"
"205","2024","01","09","16","58","60","5.1","99.0","99.00","99.00","99.00","999","1028.3","9.2","13.8","999.0","99.0","99.00"
"206","2024","01","09","17","58","80","4.6","99.0","99.00","99.00","99.00","999","1028.2","9.8","13.7","999.0","99.0","99.00"
"207","2024","01","09","18","58","90","4.1","99.0","99.00","99.00","99.00","999","1027.7","10.9","13.7","999.0","99.0","99.00"
"208","2024","01","09","19","58","100","2.1","99.0","99.00","99.00","99.00","999","1026.5","11.8","13.7","999.0","99.0","99.00"
"209","2024","01","09","21","18","270","1.0","99.0","99.00","99.00","99.00","999","1025.1","11.9","13.8","999.0","99.0","99.00"
"210","2024","01","09","22","18","30","1.5","99.0","99.00","99.00","99.00","999","1024.4","10.6","13.8","999.0","99.0","99.00"
"211","2024","01","09","22","58","330","4.1","99.0","99.00","99.00","99.00","999","1024.9","10.9","13.8","999.0","99.0","99.00"
"212","2024","01","10","00","18","310","2.6","99.0","99.00","99.00","99.00","999","1024.9","11.4","13.8","999.0","99.0","99.00"
"213","2024","01","10","01","18","310","8.8","99.0","99.00","99.00","99.00","999","1023.5","12.7","13.8","999.0","99.0","99.00"
"214","2024","01","10","02","18","310","7.7","99.0","99.00","99.00","99.00","999","1023.7","12.6","13.8","999.0","99.0","99.00"
"215","2024","01","10","03","18","310","9.3","99.0","99.00","99.00","99.00","999","1023.7","12.4","13.8","999.0","99.0","99.00"
"216","2024","01","10","04","18","310","8.8","99.0","99.00","99.00","99.00","999","1023.6","12.3","13.8","999.0","99.0","99.00"
